SimpleName,BasicCode,SampleCode,CaseCode,StructureCode,StructureNo,Structure,Material,Description,Layers,Treatment,Thickness,Weight,PressureDrop,Quality,Filt1,Filt2,Filt3,Filt4,Filt5,Filt6,Filt7,Filt8,Filt9,Filt10,Filt11,Filt12,Filt13,Filt14,Filt15,Filt16,Wetting (% mass change)
Silk,W16,W16,W16 WDx10,W,1,Woven,Silk,"Natural silk, lightweight, plain weave, white",1,Laundered,,76,7,30,0.97,0.96,0.94,0.93,0.9,0.88,0.86,0.83,0.81,0.77,0.72,0.73,0.6,0.16,0,0,
Chiffon,W17,W17x6,W17x6,W,1,Woven,Polyester,"Polyester, very lightweight, plain weave",6,None,,486,3,24,0.98,0.97,0.96,0.96,0.95,0.94,0.93,0.94,0.93,0.95,0.97,0.92,0.89,0.69,0,0,
Kona,W18,W18,W18,W,1,Woven,Kona cotton,"Popular cotton, Model K001-840, Duckling, Broadcloth",1,None,,154,43,11,0.9413,0.9168,0.8819,0.8584,0.8215,0.7339,0.6784,0.6636,0.6125,0.5692,0.4813,0.4,NaN,NaN,NaN,NaN,
Kona,W18,W18x2,W18x2,W,1,Woven,Kona cotton,"Popular cotton, Model K001-840, Duckling, Broadcloth",2,None,,308,102,11,0.8839,0.8261,0.7515,0.6919,0.6458,0.4869,0.4228,0.372,0.314,0.2064,0.1032,0.1695,0,0,0,NaN,
Kona,W18,W18x3,W18x3,W,1,Woven,Kona cotton,"Popular cotton, Model K001-840, Duckling, Broadcloth",3,None,,462,132,10,0.8659,0.8182,0.7534,0.6845,0.627,0.47,0.3825,0.3311,0.2687,0.1435,0.0881,0.1754,0,0,0,0,
Kona,W18,W18x4,W18x4,W,1,Woven,Kona cotton,"Popular cotton, Model K001-840, Duckling, Broadcloth",4,None,,616,183,10,0.8368,0.7906,0.7168,0.6373,0.5535,0.3873,0.2929,0.2359,0.1634,0.0716,0.0459,0,0,0,0,0,
Kona,W18,W18x5,W18x5,W,1,Woven,Kona cotton,"Popular cotton, Model K001-840, Duckling, Broadcloth",5,None,,770,260,10,0.7317,0.66,0.5564,0.4644,0.3792,0.2271,0.1582,0.1204,0.0681,0.0221,0.0123,0.0909,0,0,0,NaN,
"Single knit jersey, cream",K1,K1,K1,K,2,Knit,Cotton,"Lightweight jersey, single knit, cream",1,None,0.54,203,8,21,0.96,0.95,0.93,0.93,0.91,0.89,0.89,0.88,0.85,0.83,0.8,0.73,0.72,0.46,0.44,0,
"Single knit jersey, cream",K1,K1x2,K1x2,K,2,Knit,Cotton,"Lightweight jersey, single knit, cream",2,None,-,407,29,16,0.99,0.98,0.94,0.92,0.88,0.79,0.75,0.73,0.63,0.46,0.31,0.21,0.17,0.06,NaN,NaN,
"Single knit jersey, cream",K1,K1x4,K1x4,K,2,Knit,Cotton,"Lightweight jersey, single knit, cream",4,None,-,814,66,18,0.91,0.9,0.83,0.79,0.71,0.56,0.5,0.46,0.31,0.13,0.03,0.01,0.01,0,0,0,
"Single knit jersey, grey ",K2,K2,K2,K,2,Knit,Cotton,"Cotton, lightweight, jersey, single knit, grey",1,None,0.6,183,25,21,0.98,0.97,0.92,0.96,0.88,0.77,0.7,0.69,0.6,0.4,0.22,0.12,0.08,0.08,0,NaN,
Ribbed knit cotton,K3,K3,K3,K,2,Knit,Cotton,"Medium weight, ribbed knit, red",1,None,0.9,222,16,28,0.89,0.9,0.87,0.85,0.82,0.75,0.72,0.69,0.64,0.59,0.5,0.43,0.3,0.25,0,0,
Ribbed knit cotton,K3,K3,K3,K,2,Knit,Cotton,"Medium weight, ribbed knit, red",1,None,0.9,222,18,31,0.91,0.9,0.86,0.82,0.77,0.71,0.66,0.64,0.57,0.5,0.42,0.31,0.24,0.19,NaN,0,
"Double knit jersey, yellow",K4,K4,K4,K,2,Knit,Cotton,"Lightweight, jersey, interlock knit, yellow",1,None,,182,5,50,0.87,0.87,0.86,0.85,0.84,0.81,0.81,0.8,0.78,0.76,0.73,0.73,0.63,0.63,0.2,0,258%
"Double knit jersey, yellow",K4,K4,K4,K,2,Knit,Cotton,"Lightweight, jersey, interlock knit, yellow",1,None,,182,5,54,0.97,0.94,0.91,0.89,0.85,0.82,0.81,0.8,0.77,0.68,0.55,0.56,0.44,NaN,NaN,NaN,
"Double knit jersey, yellow",K4,K4x4,K4x4,K,2,Knit,Cotton,"Lightweight, jersey, interlock knit, yellow",4,None,,728,5,57,0.96,0.94,0.92,0.89,0.86,0.82,0.8,0.8,0.75,0.69,0.63,0.72,0.43,NaN,NaN,NaN,
"Double knit jersey, yellow",K4,K4x6,K4x6,K,2,Knit,Cotton,"Lightweight, jersey, interlock knit, yellow",6,None,,1092,36,60,0.56,0.52,0.42,0.35,0.28,0.19,0.16,0.14,0.12,0.09,0.05,0.04,0.02,0.05,0,NA,
"Fine gauge, single knit jersey, beige",K5,K5,K5,K,2,Knit,Cotton blend,"Cotton blend, lightweight, fine-gauge jersey, single knit, beige",1,None,0.6,212,34,25,0.94,0.92,0.86,0.81,0.72,0.63,0.58,0.53,0.42,0.25,0.14,0.08,0.05,0,0,0,
Single loopback knit cotton,K6,K6,K6,K,2,Knit,Cotton blend,"Cotton blend, medium weight, single loopback knit, brown",1,None,0.82,270,26,21,0.94,0.93,0.89,0.85,0.79,0.72,0.69,0.65,0.58,0.51,0.42,0.34,0.26,0.12,0.2,NaN,
"Double knit jersey, salmon",K7,K7,K7,K,2,Knit,Cotton blend,"Cotton blend, lightweight, jersey, interlock knit, salmon",1,None,0.56,204,11,63,1.04,0.98,0.92,0.86,0.76,0.64,0.6,0.57,0.5,0.37,0.24,0.15,0.14,0,0.5,0,
"Double knit jersey, salmon",K7,K7,K7 WDx10,K,2,Knit,Cotton blend,"Cotton blend, lightweight, jersey, interlock knit, salmon",1,Laundered,,204,11,31,0.96,0.93,0.9,0.88,0.84,0.8,0.76,0.76,0.71,0.66,0.57,0.55,0.45,0.35,0.4,0,
"Double knit jersey, salmon",K7,K7x3,K7x3,K,2,Knit,Cotton blend,"Cotton blend, lightweight, jersey, interlock knit, salmon",3,None,,611,31,42,0.82,0.79,0.69,0.62,0.52,0.39,0.35,0.33,0.27,0.22,0.18,0.12,0.08,0,0,NaN,
"Fine-gauge, single knit jersey, 5% lycra",K8,K8,K8,K,2,Knit,Cotton blend,"Cotton with 5% lycra, lightweight, fine-gauge jersey, single knit, white",1,None,0.7,254,44,20,0.93,0.92,0.87,0.82,0.74,0.65,0.6,0.56,0.42,0.24,0.11,0.06,0.02,0.1,0,0,
"Fine-gauge, single knit jersey, 5% lycra",K8,K8,K8 WDx10,K,2,Knit,Cotton blend,"Cotton with 5% lycra, lightweight, fine-gauge jersey, single knit, white",1,Laundered,,254,21,15,0.95,0.94,0.92,0.89,0.87,0.82,0.79,0.77,0.73,0.64,0.58,0.44,0.27,0.67,0,0,
"Single knit jersey, 5% lycra",K9,K9,K9,K,2,Knit,Cotton blend,"Cotton with 5% lycra, lightweight, jersey, single knit, black",1,None,0.59,215,27,17,0.97,0.96,0.92,0.88,0.84,0.77,0.72,0.69,0.63,0.55,0.45,0.32,0.2,0.13,0.18,NaN,
Spandex polyester,K10,K10,K10,K,2,Knit,Spandex blend,"95% polyester with 5% spandex , medium weight, interlock knit, black",1,None,0.75,230,8,23,1,0.99,0.97,0.95,0.93,0.89,0.87,0.85,0.83,0.8,0.76,0.69,0.62,0.59,0.82,1.75,232%
Spandex polyester,K10,K10,K10 WDx10,K,2,Knit,Spandex blend,"95% polyester with 5% spandex , medium weight, interlock knit, black",1,Laundered,,230,7,37,0.95,0.93,0.9,0.89,0.86,0.83,0.8,0.8,0.77,0.73,0.68,0.56,0.59,0.42,0,0,
Nylon,K11,K11,K11,K,2,Knit,Nylon-spandex blend,"95% nylon with 5% spandex, lightweight, single knit, red",1,None,0.4,161,5,15,0.98,0.98,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.9,0.87,0.81,0.91,0.4,0,68%
Nylon,K11,K11,K11 WDx10 ,K,2,Knit,Nylon-spandex blend,"95% nylon with 5% spandex, lightweight, single knit, red",1,Laundered,,161,6,21,0.98,0.97,0.95,0.95,0.93,0.91,0.91,0.88,0.88,0.87,0.85,0.77,0.81,0.55,NaN,0,
Nylon,K11,K11x3,K11x3,K,2,Knit,Nylon-spandex blend,"95% nylon with 5% spandex, lightweight, single knit, red",3,None,1.28,497,15,2,0.97,0.98,0.98,0.98,0.99,0.96,0.97,0.98,0.97,0.99,0.99,1.04,0.89,0.79,0.57,0,
Velour,CP1,CP1,CP1,CP,3,Cut pile,Velour,"Cotton, polyester, and spandex blend, medium weight, knit short cut pile, sky blue",1,None,,242,8,31,0.92,0.91,0.89,0.89,0.86,0.83,0.82,0.8,0.78,0.75,0.7,0.59,0.54,0.42,0,0,
Velour,CP1,CP1,CP1 WDx10,CP,3,Cut pile,Velour,"Cotton, polyester, and spandex blend, medium weight, knit short cut pile, sky blue",1,Laundered,,242,13,22,0.91,0.91,0.89,0.88,0.86,0.82,0.8,0.78,0.75,0.69,0.67,0.51,0.44,0.18,0,0,
Velour,CP1,CP1x4,CP1x4,CP,3,Cut pile,Velour,"Cotton, polyester, and spandex blend, medium weight, knit short cut pile, sky blue",4,None,5.37,966,40,27,0.68,0.68,0.64,0.62,0.56,0.47,0.42,0.4,0.34,0.26,0.19,0.11,0.15,0,0,0,
Velour,CP1,CP1x4,CP1x4,CP,3,Cut pile,Velour,"Cotton, polyester, and spandex blend, medium weight, knit short cut pile, sky blue",4,None,5.37,966,40,28,0.76,0.76,0.69,0.64,0.56,0.47,0.42,0.38,0.33,0.26,0.18,0.11,0.05,0,0,0,
Fleece,CP2,CP2,CP2,CP,3,Cut pile,Polyester,"Polyester, medium weight, knit cut pile brushed, navy",1,None,1.6,276,25,29,0.92,0.9,0.85,0.8,0.75,0.64,0.58,0.54,0.48,0.41,0.3,0.22,0.15,0.07,0,NaN,
Fleece,CP2,CP2,CP2 WDx10,CP,3,Cut pile,Polyester,"Polyester, medium weight, knit cut pile brushed, navy",1,Laundered,,276,16,26,0.94,0.93,0.9,0.88,0.83,0.78,0.74,0.71,0.67,0.6,0.5,0.36,0.32,0.18,0,NaN,
Velvet,CP3,CP3x2,CP3x2,CP,3,Cut pile,Polyester,"Polyester, lightweight, woven short cut pile, black",2,None,,448,6,31,0.96,0.95,0.94,0.93,0.92,0.89,0.85,0.85,0.83,0.8,0.77,0.65,0.56,0.38,0,0,
Velvet,CP3,CP3,CP3,CP,3,Cut pile,Polyester,"Polyester, lightweight, woven short cut pile, black",1,None,0.7,224,2,25,0.98,0.98,0.98,0.98,0.98,0.96,0.95,0.96,0.95,0.93,0.9,0.86,0.87,1.06,0.83,0.42,
Corduroy,CP4,CP4,CP4,CP,3,Cut pile,Polyester,"Polyester, medium weight, knit cut pile, black",1,None,1.4,331,9,36,0.93,0.93,0.91,0.9,0.86,0.8,0.78,0.76,0.73,0.67,0.6,0.5,0.42,0.37,0.44,0,
Interfacing polypropylene,nW1,nW1,nW1,nW,4,Nonwoven,Polypropylene,"Lightweight, contain heat-activated adhesive, black, unknown biocompatibility",1,None,,49,3,22,1,1,0.99,0.99,0.98,0.95,0.95,0.95,0.94,0.94,0.92,1.03,0.72,0.6,0,NaN,
Interfacing polypropylene,nW1,nW1x10,nW1x10,nW,4,Nonwoven,Polypropylene,"Lightweight, contain heat-activated adhesive, black, unknown biocompatibility",1,None,1.56,488,35,8,1.05,1.06,1.04,1.04,1,0.94,0.91,0.87,0.76,0.53,0.34,0.24,0.26,0,0,NaN,
H300,nW2,nW2,nW2,nWH,4,Nonwoven (Halyard),spunbond meltblown spunbond polypropylene,"Recycled Halyard sterilization wrapping after autoclave sterilization, 1-ply of 2-ply sheet",1,None,,50,37,78,0.59,0.52,0.4,0.32,0.24,0.15,0.1,0.08,0.06,0.03,0.01,0,0.01,0,0,NaN,
H400,nW3,nW3,nW3,nWH,4,Nonwoven (Halyard),spunbond meltblown spunbond polypropylene,"Recycled Halyard sterilization wrapping after autoclave sterilization, 1-ply of 2-ply sheet",1,None,,57,29,70,0.86,0.77,0.59,0.48,0.37,0.24,0.18,0.16,0.13,0.09,0.06,0.06,0,0.17,0.28,0.36,
H400,nW3,nW3,nW3,nWH,4,Nonwoven (Halyard),spunbond meltblown spunbond polypropylene,"Recycled Halyard sterilization wrapping after autoclave sterilization, 1-ply of 2-ply sheet",1,None,,57,31.5,80,0.73,0.64,0.48,0.38,0.29,0.18,0.14,0.11,0.08,0.05,0.03,0.01,0.02,0,0,0,
H400,nW3,nW3,nW3,nWH,4,Nonwoven (Halyard),spunbond meltblown spunbond polypropylene,"Recycled Halyard sterilization wrapping after autoclave sterilization, 1-ply of 2-ply sheet",1,None,,57,33,56,0.85,0.77,0.64,0.54,0.42,0.31,0.24,0.21,0.16,0.11,0.06,0.03,0,0,0,NaN,
H400,nW3,nW3,nW3,nWH,4,Nonwoven (Halyard),spunbond meltblown spunbond polypropylene,"Recycled Halyard sterilization wrapping after autoclave sterilization, 1-ply of 2-ply sheet",1,None,0.4,57,33,65,0.83,0.77,0.64,0.54,0.4,0.3,0.24,0.19,0.12,0.04,0.02,0.02,0.02,0,0,0,16%
H400,nW3,nW3,nW3 HSx10,nWH,4,Nonwoven (Halyard),spunbond meltblown spunbond polypropylene,"Recycled Halyard sterilization wrapping after autoclave sterilization, 1-ply of 2-ply sheet",1,Heat treated,,57,28,85,0.56,0.49,0.4,0.33,0.26,0.19,0.15,0.12,0.09,0.06,0.04,0.02,0.02,0.03,0,0,
H400,nW3,nW3,nW3 WDx10,nWH,4,Nonwoven (Halyard),spunbond meltblown spunbond polypropylene,"Recycled Halyard sterilization wrapping after autoclave sterilization, 1-ply of 2-ply sheet",1,Laundered,,57,31,48,0.77,0.72,0.63,0.57,0.48,0.4,0.32,0.28,0.22,0.16,0.1,0.03,0.04,0,0,0,
H400,nW3,nW3,nW3 WDx10,nWH,4,Nonwoven (Halyard),spunbond meltblown spunbond polypropylene,"Recycled Halyard sterilization wrapping after autoclave sterilization, 1-ply of 2-ply sheet",1,Laundered,,57,31,50,0.82,0.75,0.66,0.59,0.51,0.4,0.32,0.28,0.22,0.15,0.07,0.04,0.05,0,0,0,
H400,nW3,nW3,nW3 HS ,nWH,4,Nonwoven (Halyard),spunbond meltblown spunbond polypropylene,"Recycled Halyard sterilization wrapping after autoclave sterilization, 1-ply of 2-ply sheet",1,Heat treated,,57,28,86,0.91,0.82,0.61,0.47,0.33,0.2,0.15,0.13,0.09,0.06,0.03,0.02,0,NaN,0,NaN,
H400,nW3,nW3,nW3 HS ,nWH,4,Nonwoven (Halyard),spunbond meltblown spunbond polypropylene,"Recycled Halyard sterilization wrapping after autoclave sterilization, 1-ply of 2-ply sheet",1,Heat treated,,57,28,82,0.72,0.65,0.51,0.41,0.3,0.21,0.16,0.13,0.1,0.07,0.04,0.03,0.01,0,0,0,
H400,nW3,nW3,nW3 IPA,nWH,4,Nonwoven (Halyard),spunbond meltblown spunbond polypropylene,"Recycled Halyard sterilization wrapping after autoclave sterilization, 1-ply of 2-ply sheet",1,IPA,,57,34,35,0.94,0.9,0.82,0.74,0.64,0.53,0.44,0.38,0.31,0.22,0.14,0.06,0.03,0,0,0,
H400,nW3,nW3,nW3 IPA,nWH,4,Nonwoven (Halyard),spunbond meltblown spunbond polypropylene,"Recycled Halyard sterilization wrapping after autoclave sterilization, 1-ply of 2-ply sheet",1,IPA,0.44,64,38,43,1.03,1.01,0.91,0.82,0.68,0.51,0.42,0.34,0.2,0.08,0.03,0.01,0,0.12,0,NaN,
H400,nW3,nW3,nW3 SW,nWH,4,Nonwoven (Halyard),spunbond meltblown spunbond polypropylene,"Recycled Halyard sterilization wrapping after autoclave sterilization, 1-ply of 2-ply sheet",1,Washed with soap,,57,41,37,0.97,0.91,0.78,0.68,0.56,0.42,0.33,0.28,0.22,0.14,0.08,0.05,0.06,0,0,0,
H400,nW3,nW3,nW3 SW,nWH,4,Nonwoven (Halyard),spunbond meltblown spunbond polypropylene,"Recycled Halyard sterilization wrapping after autoclave sterilization, 1-ply of 2-ply sheet",1,Washed with soap,,57,42,38,0.95,0.88,0.76,0.66,0.54,0.41,0.32,0.27,0.21,0.13,0.06,0.03,0.02,0,0,0,
H400,nW3,nW3,nW3 WD,nWH,4,Nonwoven (Halyard),spunbond meltblown spunbond polypropylene,"Recycled Halyard sterilization wrapping after autoclave sterilization, 1-ply of 2-ply sheet",1,Laundered,,57,37,34,0.94,0.9,0.82,0.73,0.65,0.51,0.41,0.36,0.28,0.2,0.11,0.05,0.02,0,0,0,
H400,nW3,nW3x2,nW3x2,nWH,4,Nonwoven (Halyard),spunbond meltblown spunbond polypropylene,"Recycled Halyard sterilization wrapping after autoclave sterilization, 1-ply of 2-ply sheet",2,None,,118,54,111,0.33,0.24,0.13,0.07,0.04,0.02,0.01,0.01,0,0,0,0,0,0,0,0,
H400,nW3,nW3x2,nW3x2,nWH,4,Nonwoven (Halyard),spunbond meltblown spunbond polypropylene,"Recycled Halyard sterilization wrapping after autoclave sterilization, 1-ply of 2-ply sheet",2,None,,118,55,130,0.27,0.19,0.1,0.05,0.03,0.01,0.01,0,0,0,0,0,0,0,NaN,0,
H600,nW4,nW4,nW4,nWH,4,Nonwoven (Halyard),spunbond meltblown spunbond polypropylene,"Recycled Halyard sterilization wrapping after autoclave sterilization, 1-ply of 2-ply sheet",1,None,,82,34,83,0.68,0.6,0.45,0.34,0.24,0.15,0.11,0.09,0.06,0.03,0.02,0.01,0,0,0,0,
H600,nW4,nW4,nW4,nWH,4,Nonwoven (Halyard),spunbond meltblown spunbond polypropylene,"Recycled Halyard sterilization wrapping after autoclave sterilization, 1-ply of 2-ply sheet",1,None,,82,38,56,1.24,1.07,0.81,0.63,0.46,0.29,0.2,0.16,0.12,0.07,0.04,0.02,0,0,0,NaN,
H600,nW4,nW4,nW4,nWH,4,Nonwoven (Halyard),spunbond meltblown spunbond polypropylene,"Recycled Halyard sterilization wrapping after autoclave sterilization, 1-ply of 2-ply sheet",1,None,,82,38,70,0.67,0.59,0.46,0.36,0.27,0.16,0.12,0.1,0.07,0.04,0.02,0.01,0,0,0,NaN,
H600,nW4,nW4,nW4,nWH,4,Nonwoven (Halyard),spunbond meltblown spunbond polypropylene,"Recycled Halyard sterilization wrapping after autoclave sterilization, 1-ply of 2-ply sheet",1,None,0.53,82,39,80,0.66,0.58,0.44,0.34,0.24,0.16,0.11,0.08,0.05,0.02,0.01,0,0,0,0,0,
H600,nW4,nW4,nW4 HSx10,nWH,4,Nonwoven (Halyard),spunbond meltblown spunbond polypropylene,"Recycled Halyard sterilization wrapping after autoclave sterilization, 1-ply of 2-ply sheet",1,Heat treated,,82,38,77,0.49,0.42,0.33,0.26,0.2,0.13,0.09,0.08,0.05,0.03,0.01,0.01,0,0,0,0,
H600,nW4,nW4,nW4 WDx10,nWH,4,Nonwoven (Halyard),spunbond meltblown spunbond polypropylene,"Recycled Halyard sterilization wrapping after autoclave sterilization, 1-ply of 2-ply sheet",1,Laundered,,82,42,34,0.88,0.82,0.73,0.65,0.56,0.46,0.36,0.31,0.24,0.15,0.08,0.03,0,0,0,0,
H600,nW4,nW4,nW4 HS,nWH,4,Nonwoven (Halyard),spunbond meltblown spunbond polypropylene,"Recycled Halyard sterilization wrapping after autoclave sterilization, 1-ply of 2-ply sheet",1,Heat treated,,82,42,63,0.98,0.86,0.61,0.44,0.3,0.18,0.13,0.1,0.07,0.04,0.01,0.01,0,0,NaN,0,
H600,nW4,nW4,nW4 IPA,nWH,4,Nonwoven (Halyard),spunbond meltblown spunbond polypropylene,"Recycled Halyard sterilization wrapping after autoclave sterilization, 1-ply of 2-ply sheet",1,IPA,0.56,83,40,34,1.07,0.88,0.57,0.36,0.23,0.14,0.1,0.06,0.03,0.01,0.01,0.01,0,0,0,NaN,
